timestamp,date,time,day_of_week,is_weekend,hour,solar_irradiance_wm2,temperature_c,panel_capacity_kw,panel_efficiency,solar_generation_kw,total_consumption_kw,num_households,battery_capacity_kwh,battery_soc_percent,battery_charging,battery_charge_rate_kw,battery_efficiency,grid_price_per_kwh,grid_import_kw,grid_export_kw,grid_cost_inr,grid_revenue_inr
2024-01-04T08:00:00.000Z,4/1/2024,01:30 PM,Thu,0,13,705,30.3,50,0.159,5.6,32.88,20,50,0,0,10,0.95,6.86,27.28,0,187.26,0
2024-01-04T09:00:00.000Z,4/1/2024,02:30 PM,Thu,0,14,711,29.8,50,0.161,5.72,36.69,20,50,0,0,10,0.95,6.27,30.97,0,194.07,0
2024-01-04T10:00:00.000Z,4/1/2024,03:30 PM,Thu,0,15,617,29.1,50,0.164,5.05,33.71,20,50,0,0,10,0.95,5.4,28.66,0,154.7,0
2024-01-04T11:00:00.000Z,4/1/2024,04:30 PM,Thu,0,16,398,28,50,0.168,3.34,38.59,20,50,0,0,10,0.95,5.74,35.25,0,202.4,0
2024-01-04T12:00:00.000Z,4/1/2024,05:30 PM,Thu,0,17,196,26.8,50,0.173,1.69,39.46,20,50,0,0,10,0.95,5.77,37.77,0,217.93,0
2024-01-04T13:00:00.000Z,4/1/2024,06:30 PM,Thu,0,18,0,25.5,50,0.178,0,250.84,20,50,0,0,10,0.95,9.02,250.84,0,2262.36,0
2024-01-04T14:00:00.000Z,4/1/2024,07:30 PM,Thu,0,19,0,24.2,50,0.183,0,251.03,20,50,0,0,10,0.95,9.08,251.03,0,2279.73,0
2024-01-04T15:00:00.000Z,4/1/2024,08:30 PM,Thu,0,20,0,23,50,0.188,0,282.71,20,50,0,0,10,0.95,9.15,282.71,0,2587.83,0
2024-01-04T16:00:00.000Z,4/1/2024,09:30 PM,Thu,0,21,0,22,50,0.192,0,250.11,20,50,0,0,10,0.95,8.26,250.11,0,2065.81,0
2024-01-04T17:00:00.000Z,4/1/2024,10:30 PM,Thu,0,22,0,21.2,50,0.195,0,327.51,20,50,0,0,10,0.95,8.01,327.51,0,2622.93,0
2024-01-04T18:00:00.000Z,4/1/2024,11:30 PM,Thu,0,23,0,20.7,50,0.197,0,291.88,20,50,0,0,10,0.95,5.27,291.88,0,1538.1,0
2024-01-04T19:00:00.000Z,5/1/2024,12:30 AM,Fri,0,0,0,20.7,50,0.197,0,91.48,20,50,0,0,10,0.95,6.81,91.48,0,623.34,0
2024-01-04T20:00:00.000Z,5/1/2024,01:30 AM,Fri,0,1,0,20.9,50,0.196,0,77,20,50,0,0,10,0.95,5.77,77,0,444.52,0
2024-01-04T21:00:00.000Z,5/1/2024,02:30 AM,Fri,0,2,0,21.4,50,0.194,0,63.78,20,50,0,0,10,0.95,5.34,63.78,0,340.88,0
2024-01-04T22:00:00.000Z,5/1/2024,03:30 AM,Fri,0,3,0,22.2,50,0.191,0,116.49,20,50,0,0,10,0.95,6.35,116.49,0,739.5,0
2024-01-04T23:00:00.000Z,5/1/2024,04:30 AM,Fri,0,4,0,23.2,50,0.187,0,78.07,20,50,0,0,10,0.95,5.71,78.07,0,446.09,0
2024-01-05T00:00:00.000Z,5/1/2024,05:30 AM,Fri,0,5,0,24.4,50,0.182,0,102.35,20,50,0,0,10,0.95,6.41,102.35,0,655.61,0
2024-01-05T01:00:00.000Z,5/1/2024,06:30 AM,Fri,0,6,0,25.7,50,0.177,0,210.61,20,50,0,0,10,0.95,9.59,210.61,0,2018.82,0
2024-01-05T02:00:00.000Z,5/1/2024,07:30 AM,Fri,0,7,239,27,50,0.172,2.06,181.12,20,50,0,0,10,0.95,9.27,179.06,0,1659.44,0
2024-01-05T03:00:00.000Z,5/1/2024,08:30 AM,Fri,0,8,366,28.2,50,0.167,3.06,192.57,20,50,0,0,10,0.95,8.82,189.51,0,1670.99,0
2024-01-05T04:00:00.000Z,5/1/2024,09:30 AM,Fri,0,9,605,29.2,50,0.163,4.94,193.03,20,50,0,0,10,0.95,8.69,188.09,0,1634.32,0
2024-01-05T05:00:00.000Z,5/1/2024,10:30 AM,Fri,0,10,793,30,50,0.16,6.34,38.02,20,50,0,0,10,0.95,8.73,31.68,0,276.58,0
2024-01-05T06:00:00.000Z,5/1/2024,11:30 AM,Fri,0,11,699,30.5,50,0.158,5.52,37.08,20,50,0,0,10,0.95,5.6,31.56,0,176.81,0
2024-01-05T07:00:00.000Z,5/1/2024,12:30 PM,Fri,0,12,878,30.7,50,0.157,6.9,36.64,20,50,0,0,10,0.95,6.51,29.74,0,193.68,0
2024-01-05T08:00:00.000Z,5/1/2024,01:30 PM,Fri,0,13,805,30.5,50,0.158,6.36,33.06,20,50,0,0,10,0.95,5.43,26.7,0,145.08,0
2024-01-05T09:00:00.000Z,5/1/2024,02:30 PM,Fri,0,14,803,30,50,0.16,6.42,33.8,20,50,0,0,10,0.95,5.84,27.38,0,159.95,0
2024-01-05T10:00:00.000Z,5/1/2024,03:30 PM,Fri,0,15,591,29.2,50,0.163,4.82,31.96,20,50,0,0,10,0.95,5.73,27.14,0,155.63,0
2024-01-05T11:00:00.000Z,5/1/2024,04:30 PM,Fri,0,16,382,28.2,50,0.167,3.19,34.33,20,50,0,0,10,0.95,5.64,31.14,0,175.51,0
2024-01-05T12:00:00.000Z,5/1/2024,05:30 PM,Fri,0,17,212,27,50,0.172,1.82,35.57,20,50,0,0,10,0.95,6.67,33.75,0,225,0
2024-01-05T13:00:00.000Z,5/1/2024,06:30 PM,Fri,0,18,0,25.7,50,0.177,0,242.75,20,50,0,0,10,0.95,8.91,242.75,0,2162.06,0
2024-01-05T14:00:00.000Z,5/1/2024,07:30 PM,Fri,0,19,0,24.4,50,0.182,0,216.23,20,50,0,0,10,0.95,9.53,216.23,0,2059.67,0
2024-01-05T15:00:00.000Z,5/1/2024,08:30 PM,Fri,0,20,0,23.2,50,0.187,0,242.5,20,50,0,0,10,0.95,9.01,242.5,0,2185.53,0
2024-01-05T16:00:00.000Z,5/1/2024,09:30 PM,Fri,0,21,0,22.2,50,0.191,0,229.21,20,50,0,0,10,0.95,8.75,229.21,0,2006.31,0
2024-01-05T17:00:00.000Z,5/1/2024,10:30 PM,Fri,0,22,0,21.4,50,0.194,0,288.65,20,50,0,0,10,0.95,9.55,288.65,0,2756.11,0
2024-01-05T18:00:00.000Z,5/1/2024,11:30 PM,Fri,0,23,0,20.9,50,0.196,0,278.18,20,50,0,0,10,0.95,6.53,278.18,0,1816.55,0
2024-01-05T19:00:00.000Z,6/1/2024,12:30 AM,Sat,1,0,0,20.9,50,0.196,0,108.54,20,50,0,0,10,0.95,6.97,108.54,0,756.51,0
2024-01-05T20:00:00.000Z,6/1/2024,01:30 AM,Sat,1,1,0,21,50,0.196,0,92.11,20,50,0,0,10,0.95,5.05,92.11,0,465.26,0
2024-01-05T21:00:00.000Z,6/1/2024,02:30 AM,Sat,1,2,0,21.5,50,0.194,0,90.51,20,50,0,0,10,0.95,5.59,90.51,0,506.25,0
2024-01-05T22:00:00.000Z,6/1/2024,03:30 AM,Sat,1,3,0,22.3,50,0.191,0,93.94,20,50,0,0,10,0.95,6.4,93.94,0,601.13,0
2024-01-05T23:00:00.000Z,6/1/2024,04:30 AM,Sat,1,4,0,23.4,50,0.186,0,104.36,20,50,0,0,10,0.95,6.09,104.36,0,635.11,0
2024-01-06T00:00:00.000Z,6/1/2024,05:30 AM,Sat,1,5,0,24.6,50,0.182,0,103.56,20,50,0,0,10,0.95,6.54,103.56,0,676.88,0
2024-01-06T01:00:00.000Z,6/1/2024,06:30 AM,Sat,1,6,0,25.9,50,0.176,0,298.52,20,50,0,0,10,0.95,9.57,298.52,0,2855.48,0
2024-01-06T02:00:00.000Z,6/1/2024,07:30 AM,Sat,1,7,208,27.2,50,0.171,1.78,209.21,20,50,0,0,10,0.95,9.66,207.43,0,2004.51,0
2024-01-06T03:00:00.000Z,6/1/2024,08:30 AM,Sat,1,8,412,28.4,50,0.166,3.43,204.24,20,50,0,0,10,0.95,8.37,200.81,0,1681.23,0
2024-01-06T04:00:00.000Z,6/1/2024,09:30 AM,Sat,1,9,670,29.4,50,0.162,5.44,191.94,20,50,0,0,10,0.95,9.03,186.5,0,1683.22,0
2024-01-06T05:00:00.000Z,6/1/2024,10:30 AM,Sat,1,10,697,30.2,50,0.159,5.55,41.43,20,50,0,0,10,0.95,8.3,35.88,0,297.86,0
2024-01-06T06:00:00.000Z,6/1/2024,11:30 AM,Sat,1,11,901,30.7,50,0.157,7.08,36.79,20,50,0,0,10,0.95,6.77,29.71,0,201.17,0
2024-01-06T07:00:00.000Z,6/1/2024,12:30 PM,Sat,1,12,955,30.9,50,0.156,7.47,40.82,20,50,0,0,10,0.95,6.63,33.35,0,221.25,0
2024-01-06T08:00:00.000Z,6/1/2024,01:30 PM,Sat,1,13,830,30.7,50,0.157,6.52,44.93,20,50,0,0,10,0.95,5.37,38.41,0,206.24,0
2024-01-06T09:00:00.000Z,6/1/2024,02:30 PM,Sat,1,14,781,30.2,50,0.159,6.22,38.98,20,50,0,0,10,0.95,5.56,32.76,0,182.12,0
2024-01-06T10:00:00.000Z,6/1/2024,03:30 PM,Sat,1,15,505,29.4,50,0.162,4.1,42.43,20,50,0,0,10,0.95,6.41,38.33,0,245.54,0
2024-01-06T11:00:00.000Z,6/1/2024,04:30 PM,Sat,1,16,437,28.4,50,0.166,3.64,42.47,20,50,0,0,10,0.95,6.83,38.83,0,265.23,0
2024-01-06T12:00:00.000Z,6/1/2024,05:30 PM,Sat,1,17,235,27.2,50,0.171,2.01,40.21,20,50,0,0,10,0.95,5.81,38.2,0,221.97,0
2024-01-06T13:00:00.000Z,6/1/2024,06:30 PM,Sat,1,18,0,25.9,50,0.176,0,264.58,20,50,0,0,10,0.95,8.2,264.58,0,2170.55,0
2024-01-06T14:00:00.000Z,6/1/2024,07:30 PM,Sat,1,19,0,24.6,50,0.182,0,313.47,20,50,0,0,10,0.95,8.27,313.47,0,2592.34,0
2024-01-06T15:00:00.000Z,6/1/2024,08:30 PM,Sat,1,20,0,23.4,50,0.186,0,279.96,20,50,0,0,10,0.95,9.71,279.96,0,2717.39,0
2024-01-06T16:00:00.000Z,6/1/2024,09:30 PM,Sat,1,21,0,22.3,50,0.191,0,305.31,20,50,0,0,10,0.95,8.01,305.31,0,2445.58,0
2024-01-06T17:00:00.000Z,6/1/2024,10:30 PM,Sat,1,22,0,21.5,50,0.194,0,347.8,20,50,0,0,10,0.95,8.41,347.8,0,2924.55,0
2024-01-06T18:00:00.000Z,6/1/2024,11:30 PM,Sat,1,23,0,21,50,0.196,0,347.99,20,50,0,0,10,0.95,5.3,347.99,0,1843.93,0
2024-01-06T19:00:00.000Z,7/1/2024,12:30 AM,Sun,1,0,0,21,50,0.196,0,89.06,20,50,0,0,10,0.95,6.56,89.06,0,583.9,0
2024-01-06T20:00:00.000Z,7/1/2024,01:30 AM,Sun,1,1,0,21.2,50,0.195,0,89.02,20,50,0,0,10,0.95,5.27,89.02,0,468.71,0
2024-01-06T21:00:00.000Z,7/1/2024,02:30 AM,Sun,1,2,0,21.7,50,0.193,0,89.56,20,50,0,0,10,0.95,5.18,89.56,0,464.06,0
2024-01-06T22:00:00.000Z,7/1/2024,03:30 AM,Sun,1,3,0,22.5,50,0.19,0,106.23,20,50,0,0,10,0.95,5.34,106.23,0,567.06,0
2024-01-06T23:00:00.000Z,7/1/2024,04:30 AM,Sun,1,4,0,23.5,50,0.186,0,122.16,20,50,0,0,10,0.95,6.95,122.16,0,848.49,0
2024-01-07T00:00:00.000Z,7/1/2024,05:30 AM,Sun,1,5,0,24.7,50,0.181,0,117.13,20,50,0,0,10,0.95,5.66,117.13,0,662.61,0
2024-01-07T01:00:00.000Z,7/1/2024,06:30 AM,Sun,1,6,0,26,50,0.176,0,242.16,20,50,0,0,10,0.95,9.99,242.16,0,2418.15,0
2024-01-07T02:00:00.000Z,7/1/2024,07:30 AM,Sun,1,7,225,27.3,50,0.171,1.92,208.78,20,50,0,0,10,0.95,8.37,206.86,0,1731.24,0
2024-01-07T03:00:00.000Z,7/1/2024,08:30 AM,Sun,1,8,437,28.5,50,0.166,3.63,213.17,20,50,0,0,10,0.95,8.35,209.54,0,1749.8,0
2024-01-07T04:00:00.000Z,7/1/2024,09:30 AM,Sun,1,9,607,29.6,50,0.162,4.9,243.62,20,50,0,0,10,0.95,8.84,238.72,0,2109.33,0
2024-01-07T05:00:00.000Z,7/1/2024,10:30 AM,Sun,1,10,719,30.4,50,0.158,5.69,48.78,20,50,0,0,10,0.95,8.46,43.09,0,364.58,0
